Date,Day_Month,Year,Month,Season,Quarter,Open,High,Low,Close,Adj Close,Volume,Open_Change,High_Change,Low_Change,Close_Change,Volume_Change,Gain_Loss_Open,Gain_Loss_High,Gain_Loss_Low,Gain_Loss_Close,Gain_Loss_Volume
5/24/93,05/24,1993,5,Spring,Q2,0.506696,0.524554,0.506696,0.514509,0.427037,150315200,-0.017858,-0.003348,0,0.001116,2116800,Loss,Loss,Gain,Gain,Gain
5/25/93,05/25,1993,5,Spring,Q2,0.506696,0.513393,0.497768,0.503348,0.417773,180723200,0,-0.011161,-0.008928,-0.011161,30408000,Gain,Loss,Loss,Loss,Gain
5/26/93,05/26,1993,5,Spring,Q2,0.5,0.515625,0.49442,0.515625,0.427963,121564800,-0.006696,0.002232,-0.003348,0.012277,-59158400,Loss,Gain,Loss,Gain,Loss
5/27/93,05/27,1993,5,Spring,Q2,0.515625,0.522321,0.511161,0.513393,0.426111,197288000,0.015625,0.006696,0.016741,-0.002232,75723200,Gain,Gain,Gain,Loss,Gain
5/28/93,05/28,1993,5,Spring,Q2,0.508929,0.513393,0.502232,0.50558,0.420503,183948800,-0.006696,-0.008928,-0.008929,-0.007813,-13339200,Loss,Loss,Loss,Loss,Loss
6/1/93,06/01,1993,6,Summer,Q2,0.542411,0.553571,0.540179,0.551339,0.45661,281400000,0.033482,0.040178,0.037947,0.045759,97451200,Gain,Gain,Gain,Gain,Gain
6/4/93,06/04,1993,6,Summer,Q2,0.446429,0.448661,0.435268,0.435268,0.361268,168369600,-0.095982,-0.10491,-0.104911,-0.116071,-113030400,Loss,Loss,Loss,Loss,Loss
6/5/93,06/05,1993,6,Summer,Q2,0.486607,0.488839,0.477679,0.479911,0.398321,70459200,0.040178,0.040178,0.042411,0.044643,-97910400,Gain,Gain,Gain,Gain,Loss
6/7/93,06/07,1993,6,Summer,Q2,0.341518,0.348214,0.334821,0.337054,0.280336,155254400,-0.145089,-0.140625,-0.142858,-0.142857,84795200,Loss,Loss,Loss,Loss,Gain
6/8/93,06/08,1993,6,Summer,Q2,0.261161,0.270089,0.261161,0.261161,0.217214,125921600,-0.080357,-0.078125,-0.07366,-0.075893,-29332800,Loss,Loss,Loss,Loss,Loss
6/10/93,06/10,1993,6,Summer,Q2,0.212054,0.214286,0.208705,0.210938,0.176214,175280000,-0.049107,-0.055803,-0.052456,-0.050223,49358400,Loss,Loss,Loss,Loss,Gain
6/12/93,06/12,1993,6,Summer,Q2,0.28125,0.290179,0.279018,0.287946,0.24141,156979200,0.069196,0.075893,0.070313,0.077008,-18300800,Gain,Gain,Gain,Gain,Loss
6/14/93,06/14,1993,6,Summer,Q2,0.392857,0.399554,0.388393,0.398438,0.331391,249491200,0.111607,0.109375,0.109375,0.110492,92512000,Gain,Gain,Gain,Gain,Gain
6/15/93,06/15,1993,6,Summer,Q2,0.404018,0.404018,0.373884,0.375,0.311897,448324800,0.011161,0.004464,-0.014509,-0.023438,198833600,Gain,Gain,Loss,Loss,Gain
6/16/93,06/16,1993,6,Summer,Q2,0.377232,0.386161,0.370536,0.377232,0.313753,353080000,-0.026786,-0.017857,-0.003348,0.002232,-95244800,Loss,Loss,Loss,Gain,Loss
6/17/93,06/17,1993,6,Summer,Q2,0.379464,0.379464,0.361607,0.368304,0.306327,409438400,0.002232,-0.006697,-0.008929,-0.008928,56358400,Gain,Loss,Loss,Loss,Gain
6/18/93,06/18,1993,6,Summer,Q2,0.371652,0.376116,0.354911,0.366071,0.30447,311292800,-0.007812,-0.003348,-0.006696,-0.002233,-98145600,Loss,Loss,Loss,Loss,Loss
6/21/93,06/21,1993,6,Summer,Q2,0.361607,0.361607,0.352679,0.353795,0.29426,273582400,-0.010045,-0.014509,-0.002232,-0.012276,-37710400,Loss,Loss,Loss,Loss,Loss
6/22/93,06/22,1993,6,Summer,Q2,0.364955,0.375,0.354911,0.36942,0.307256,336380800,0.003348,0.013393,0.002232,0.015625,62798400,Gain,Gain,Gain,Gain,Gain
6/23/93,06/23,1993,6,Summer,Q2,0.372768,0.372768,0.357143,0.361607,0.300757,180723200,0.007813,-0.002232,0.002232,-0.007813,-155657600,Gain,Loss,Gain,Loss,Loss
6/24/93,06/24,1993,6,Summer,Q2,0.361607,0.372768,0.357143,0.372768,0.31004,222835200,-0.011161,0,0,0.011161,42112000,Loss,Gain,Gain,Gain,Gain
6/25/93,06/25,1993,6,Summer,Q2,0.360491,0.363839,0.352679,0.357143,0.297044,257163200,-0.001116,-0.008929,-0.004464,-0.015625,34328000,Loss,Loss,Loss,Loss,Gain
6/28/93,06/28,1993,6,Summer,Q2,0.361607,0.361607,0.345982,0.358259,0.297973,353617600,0.001116,-0.002232,-0.006697,0.001116,96454400,Gain,Loss,Loss,Gain,Gain
6/29/93,06/29,1993,6,Summer,Q2,0.359375,0.359375,0.34375,0.348214,0.289618,294268800,-0.002232,-0.002232,-0.002232,-0.010045,-59348800,Loss,Loss,Loss,Loss,Loss
6/30/93,06/30,1993,6,Summer,Q2,0.345982,0.354911,0.34375,0.352679,0.293332,200256000,-0.013393,-0.004464,0,0.004465,-94012800,Loss,Loss,Gain,Gain,Loss
7/1/93,07/01,1993,7,Summer,Q3,0.551339,0.558036,0.541295,0.544643,0.451064,272137600,0.205357,0.203125,0.197545,0.191964,71881600,Gain,Gain,Gain,Gain,Gain
7/4/93,07/04,1993,7,Summer,Q3,0.4375,0.453125,0.433036,0.450893,0.374236,162848000,-0.113839,-0.104911,-0.108259,-0.09375,-109289600,Loss,Loss,Loss,Loss,Loss
7/5/93,07/05,1993,7,Summer,Q3,0.477679,0.488839,0.477679,0.488839,0.405731,81894400,0.040179,0.035714,0.044643,0.037946,-80953600,Gain,Gain,Gain,Gain,Loss
7/6/93,07/06,1993,7,Summer,Q3,0.486607,0.488839,0.449777,0.453125,0.376875,482305600,0.008928,0,-0.027902,-0.035714,400411200,Gain,Gain,Loss,Loss,Gain
7/7/93,07/07,1993,7,Summer,Q3,0.334821,0.33817,0.323661,0.325893,0.271053,227035200,-0.151786,-0.150669,-0.126116,-0.127232,-255270400,Loss,Loss,Loss,Loss,Loss
7/9/93,07/09,1993,7,Summer,Q3,0.232143,0.241071,0.229911,0.234375,0.195793,143539200,-0.102678,-0.097099,-0.09375,-0.091518,-83496000,Loss,Loss,Loss,Loss,Loss
7/10/93,07/10,1993,7,Summer,Q3,0.209821,0.212054,0.203125,0.205357,0.171552,134904000,-0.022322,-0.029017,-0.026786,-0.029018,-8635200,Loss,Loss,Loss,Loss,Loss
7/12/93,07/12,1993,7,Summer,Q3,0.285714,0.287946,0.28125,0.287946,0.24141,63851200,0.075893,0.075892,0.078125,0.082589,-71052800,Gain,Gain,Gain,Gain,Loss
7/13/93,07/13,1993,7,Summer,Q3,0.345982,0.345982,0.330357,0.332589,0.276622,158110400,0.060268,0.058036,0.049107,0.044643,94259200,Gain,Gain,Gain,Gain,Gain
7/14/93,07/14,1993,7,Summer,Q3,0.328125,0.334821,0.319196,0.332589,0.276622,246299200,-0.017857,-0.011161,-0.011161,0,88188800,Loss,Loss,Loss,Gain,Gain
7/15/93,07/15,1993,7,Summer,Q3,0.332589,0.337054,0.314732,0.319196,0.265483,338038400,0.004464,0.002233,-0.004464,-0.013393,91739200,Gain,Gain,Loss,Loss,Gain
7/16/93,07/16,1993,7,Summer,Q3,0.254464,0.264509,0.236607,0.245536,0.204218,2120596800,-0.078125,-0.072545,-0.078125,-0.07366,1782558400,Loss,Loss,Loss,Loss,Gain
7/19/93,07/19,1993,7,Summer,Q3,0.25,0.256696,0.227679,0.228795,0.190294,806232000,-0.004464,-0.007813,-0.008928,-0.016741,-1314364800,Loss,Loss,Loss,Loss,Loss
7/20/93,07/20,1993,7,Summer,Q3,0.234375,0.247768,0.229911,0.239955,0.199576,531910400,-0.015625,-0.008928,0.002232,0.01116,-274321600,Loss,Loss,Gain,Gain,Loss
7/21/93,07/21,1993,7,Summer,Q3,0.232143,0.238839,0.227679,0.234375,0.194935,455907200,-0.002232,-0.008929,-0.002232,-0.00558,-76003200,Loss,Loss,Loss,Loss,Loss
7/22/93,07/22,1993,7,Summer,Q3,0.232143,0.241071,0.229911,0.236607,0.196792,211176000,0,0.002232,0.002232,0.002232,-244731200,Gain,Gain,Gain,Gain,Loss
7/23/93,07/23,1993,7,Summer,Q3,0.241071,0.245536,0.232143,0.234375,0.194935,233777600,0.008928,0.004465,0.002232,-0.002232,22601600,Gain,Gain,Gain,Loss,Gain
7/26/93,07/26,1993,7,Summer,Q3,0.238839,0.245536,0.232143,0.239955,0.199576,152824000,-0.002232,0,0,0.00558,-80953600,Loss,Gain,Gain,Gain,Loss
7/27/93,07/27,1993,7,Summer,Q3,0.238839,0.245536,0.234375,0.236607,0.196792,198609600,0,0,0.002232,-0.003348,45785600,Gain,Gain,Gain,Loss,Gain
7/28/93,07/28,1993,7,Summer,Q3,0.234375,0.241071,0.234375,0.239955,0.199576,91795200,-0.004464,-0.004465,0,0.003348,-106814400,Loss,Loss,Gain,Gain,Loss
7/29/93,07/29,1993,7,Summer,Q3,0.241071,0.245536,0.238839,0.243304,0.202362,121374400,0.006696,0.004465,0.004464,0.003349,29579200,Gain,Gain,Gain,Gain,Gain
7/30/93,07/30,1993,7,Summer,Q3,0.245536,0.252232,0.241071,0.247768,0.206075,214446400,0.004465,0.006696,0.002232,0.004464,93072000,Gain,Gain,Gain,Gain,Gain
8/1/93,08/01,1993,8,Summer,Q3,0.542411,0.5625,0.533482,0.555804,0.460307,320936000,0.296875,0.310268,0.292411,0.308036,106489600,Gain,Gain,Gain,Gain,Gain
8/2/93,08/02,1993,8,Summer,Q3,0.508929,0.513393,0.495536,0.504464,0.417789,281075200,-0.033482,-0.049107,-0.037946,-0.05134,-39860800,Loss,Loss,Loss,Loss,Loss
8/3/93,08/03,1993,8,Summer,Q3,0.491071,0.506696,0.491071,0.504464,0.4187,177004800,-0.017858,-0.006697,-0.004465,0,-104070400,Loss,Loss,Loss,Gain,Loss
8/4/93,08/04,1993,8,Summer,Q3,0.446429,0.450893,0.4375,0.444196,0.368678,163430400,-0.044642,-0.055803,-0.053571,-0.060268,-13574400,Loss,Loss,Loss,Loss,Loss
8/6/93,08/06,1993,8,Summer,Q3,0.435268,0.446429,0.428571,0.441964,0.367592,621096000,-0.011161,-0.004464,-0.008929,-0.002232,457665600,Loss,Loss,Loss,Loss,Gain
8/7/93,08/07,1993,8,Summer,Q3,0.325893,0.334821,0.323661,0.325893,0.271053,138969600,-0.109375,-0.111608,-0.10491,-0.116071,-482126400,Loss,Loss,Loss,Loss,Loss
8/9/93,08/09,1993,8,Summer,Q3,0.234375,0.241071,0.232143,0.238839,0.199522,226632000,-0.091518,-0.09375,-0.091518,-0.087054,87662400,Loss,Loss,Loss,Loss,Gain
8/10/93,08/10,1993,8,Summer,Q3,0.207589,0.207589,0.198661,0.202009,0.168755,139406400,-0.026786,-0.033482,-0.033482,-0.03683,-87225600,Loss,Loss,Loss,Loss,Loss
8/11/93,08/11,1993,8,Summer,Q3,0.285714,0.28683,0.272321,0.274554,0.229358,166992000,0.078125,0.079241,0.07366,0.072545,27585600,Gain,Gain,Gain,Gain,Gain
8/12/93,08/12,1993,8,Summer,Q3,0.285714,0.287946,0.28125,0.284598,0.238603,39592000,0,0.001116,0.008929,0.010044,-127400000,Gain,Gain,Gain,Gain,Loss
8/13/93,08/13,1993,8,Summer,Q3,0.236607,0.247768,0.234375,0.24442,0.20329,138812800,-0.049107,-0.040178,-0.046875,-0.040178,99220800,Loss,Loss,Loss,Loss,Gain
8/16/93,08/16,1993,8,Summer,Q3,0.245536,0.25,0.243304,0.245536,0.205117,102446400,0.008929,0.002232,0.008929,0.001116,-36366400,Gain,Gain,Gain,Gain,Loss
8/17/93,08/17,1993,8,Summer,Q3,0.247768,0.254464,0.243304,0.253348,0.211643,108180800,0.002232,0.004464,0,0.007812,5734400,Gain,Gain,Gain,Gain,Gain
8/18/93,08/18,1993,8,Summer,Q3,0.258929,0.265625,0.252232,0.254464,0.212575,188720000,0.011161,0.011161,0.008928,0.001116,80539200,Gain,Gain,Gain,Gain,Gain
8/19/93,08/19,1993,8,Summer,Q3,0.256696,0.256696,0.245536,0.245536,0.205117,152129600,-0.002233,-0.008929,-0.006696,-0.008928,-36590400,Loss,Loss,Loss,Loss,Loss
8/20/93,08/20,1993,8,Summer,Q3,0.247768,0.25,0.241071,0.25,0.208846,99937600,-0.008928,-0.006696,-0.004465,0.004464,-52192000,Loss,Loss,Loss,Gain,Loss
8/23/93,08/23,1993,8,Summer,Q3,0.25,0.256696,0.245536,0.253348,0.211643,91179200,0.002232,0.006696,0.004465,0.003348,-8758400,Gain,Gain,Gain,Gain,Loss
8/24/93,08/24,1993,8,Summer,Q3,0.252232,0.256696,0.247768,0.25,0.208846,101259200,0.002232,0,0.002232,-0.003348,10080000,Gain,Gain,Gain,Loss,Gain
8/25/93,08/25,1993,8,Summer,Q3,0.25,0.252232,0.238839,0.243304,0.203252,145768000,-0.002232,-0.004464,-0.008929,-0.006696,44508800,Loss,Loss,Loss,Loss,Gain
8/26/93,08/26,1993,8,Summer,Q3,0.243304,0.243304,0.236607,0.239955,0.200455,176142400,-0.006696,-0.008928,-0.002232,-0.003349,30374400,Loss,Loss,Loss,Loss,Gain
8/27/93,08/27,1993,8,Summer,Q3,0.241071,0.241071,0.234375,0.236607,0.197658,186569600,-0.002233,-0.002233,-0.002232,-0.003348,10427200,Loss,Loss,Loss,Loss,Gain
8/30/93,08/30,1993,8,Summer,Q3,0.236607,0.236607,0.231027,0.232143,0.193929,273739200,-0.004464,-0.004464,-0.003348,-0.004464,87169600,Loss,Loss,Loss,Loss,Gain
8/31/93,08/31,1993,8,Summer,Q3,0.236607,0.238839,0.232143,0.236607,0.197658,127870400,0,0.002232,0.001116,0.004464,-145868800,Gain,Gain,Gain,Gain,Loss
9/2/93,09/02,1993,9,Fall,Q3,0.508929,0.512277,0.504464,0.507813,0.420562,238660800,0.272322,0.273438,0.272321,0.271206,110790400,Gain,Gain,Gain,Gain,Gain
9/3/93,09/03,1993,9,Fall,Q3,0.504464,0.513393,0.504464,0.506696,0.420552,154828800,-0.004465,0.001116,0,-0.001117,-83832000,Loss,Gain,Gain,Loss,Loss
9/6/93,09/06,1993,9,Fall,Q3,0.401786,0.407366,0.392857,0.395089,0.328605,1178419200,-0.102678,-0.106027,-0.111607,-0.111607,1023590400,Loss,Loss,Loss,Loss,Gain
9/7/93,09/07,1993,9,Fall,Q3,0.330357,0.332589,0.325893,0.328125,0.27291,156878400,-0.071429,-0.074777,-0.066964,-0.066964,-1021540800,Loss,Loss,Loss,Loss,Loss
9/8/93,09/08,1993,9,Fall,Q3,0.261161,0.270089,0.258929,0.265625,0.220927,161414400,-0.069196,-0.0625,-0.066964,-0.0625,4536000,Loss,Loss,Loss,Loss,Gain
9/9/93,09/09,1993,9,Fall,Q3,0.238839,0.241071,0.232143,0.232143,0.193929,149531200,-0.022322,-0.029018,-0.026786,-0.033482,-11883200,Loss,Loss,Loss,Loss,Loss
9/11/93,09/11,1993,9,Fall,Q3,0.276786,0.279018,0.265625,0.268973,0.224696,171248000,0.037947,0.037947,0.033482,0.03683,21716800,Gain,Gain,Gain,Gain,Gain
9/12/93,09/12,1993,9,Fall,Q3,0.283482,0.285714,0.265625,0.267857,0.224568,182761600,0.006696,0.006696,0,-0.001116,11513600,Gain,Gain,Gain,Loss,Gain
9/13/93,09/13,1993,9,Fall,Q3,0.234375,0.236607,0.220982,0.225446,0.188334,255785600,-0.049107,-0.049107,-0.044643,-0.042411,73024000,Loss,Loss,Loss,Loss,Gain
9/14/93,09/14,1993,9,Fall,Q3,0.216518,0.223214,0.214286,0.216518,0.180876,276640000,-0.017857,-0.013393,-0.006696,-0.008928,20854400,Loss,Loss,Loss,Loss,Gain
9/15/93,09/15,1993,9,Fall,Q3,0.21875,0.223214,0.209821,0.21875,0.18274,257723200,0.002232,0,-0.004465,0.002232,-18916800,Gain,Gain,Loss,Gain,Loss
9/16/93,09/16,1993,9,Fall,Q3,0.216518,0.223214,0.216518,0.220982,0.184605,85960000,-0.002232,0,0.006697,0.002232,-171763200,Loss,Gain,Gain,Gain,Loss
9/17/93,09/17,1993,9,Fall,Q3,0.217634,0.227679,0.216518,0.225446,0.188334,172032000,0.001116,0.004465,0,0.004464,86072000,Gain,Gain,Gain,Gain,Gain
9/20/93,09/20,1993,9,Fall,Q3,0.225446,0.227679,0.220982,0.222098,0.185537,111036800,0.007812,0,0.004464,-0.003348,-60995200,Gain,Gain,Gain,Loss,Loss
9/21/93,09/21,1993,9,Fall,Q3,0.220982,0.225446,0.21317,0.21875,0.18274,146496000,-0.004464,-0.002233,-0.007812,-0.003348,35459200,Loss,Loss,Loss,Loss,Gain
9/22/93,09/22,1993,9,Fall,Q3,0.216518,0.227679,0.216518,0.227679,0.1902,110488000,-0.004464,0.002233,0.003348,0.008929,-36008000,Loss,Gain,Gain,Gain,Loss
9/23/93,09/23,1993,9,Fall,Q3,0.227679,0.227679,0.21875,0.220982,0.184605,130950400,0.011161,0,0.002232,-0.006697,20462400,Gain,Gain,Gain,Loss,Gain
9/24/93,09/24,1993,9,Fall,Q3,0.223214,0.225446,0.21875,0.223214,0.18647,76574400,-0.004465,-0.002233,0,0.002232,-54376000,Loss,Loss,Gain,Gain,Loss
9/27/93,09/27,1993,9,Fall,Q3,0.223214,0.225446,0.216518,0.220982,0.184605,113176000,0,0,-0.002232,-0.002232,36601600,Gain,Gain,Loss,Loss,Gain
9/28/93,09/28,1993,9,Fall,Q3,0.220982,0.223214,0.216518,0.220982,0.184605,94550400,-0.002232,-0.002232,0,0,-18625600,Loss,Loss,Gain,Gain,Loss
9/29/93,09/29,1993,9,Fall,Q3,0.216518,0.222098,0.212054,0.21317,0.178079,236745600,-0.004464,-0.001116,-0.004464,-0.007812,142195200,Loss,Loss,Loss,Loss,Gain
9/30/93,09/30,1993,9,Fall,Q3,0.214286,0.214286,0.205357,0.208705,0.174349,274904000,-0.002232,-0.007812,-0.006697,-0.004465,38158400,Loss,Loss,Loss,Loss,Gain
10/2/93,10/02,1993,10,Fall,Q4,0.508929,0.511161,0.491071,0.497768,0.412243,268284800,0.294643,0.296875,0.285714,0.289063,-6619200,Gain,Gain,Gain,Gain,Loss
10/3/93,10/03,1993,10,Fall,Q4,0.506696,0.511161,0.5,0.506696,0.420552,132496000,-0.002233,0,0.008929,0.008928,-135788800,Loss,Gain,Gain,Gain,Loss
10/5/93,10/05,1993,10,Fall,Q4,0.491071,0.498884,0.491071,0.491071,0.407584,137928000,-0.015625,-0.012277,-0.008929,-0.015625,5432000,Loss,Loss,Loss,Loss,Gain
10/6/93,10/06,1993,10,Fall,Q4,0.388393,0.399554,0.381696,0.397321,0.330461,553705600,-0.102678,-0.09933,-0.109375,-0.09375,415777600,Loss,Loss,Loss,Loss,Gain
10/8/93,10/08,1993,10,Fall,Q4,0.263393,0.265625,0.252232,0.254464,0.211644,152779200,-0.125,-0.133929,-0.129464,-0.142857,-400926400,Loss,Loss,Loss,Loss,Loss
10/9/93,10/09,1993,10,Fall,Q4,0.234375,0.234375,0.226563,0.234375,0.195793,134489600,-0.029018,-0.03125,-0.025669,-0.020089,-18289600,Loss,Loss,Loss,Loss,Loss
10/11/93,10/11,1993,10,Fall,Q4,0.270089,0.274554,0.267857,0.274554,0.229358,76977600,0.035714,0.040179,0.041294,0.040179,-57512000,Gain,Gain,Gain,Gain,Loss
10/12/93,10/12,1993,10,Fall,Q4,0.270089,0.272321,0.247768,0.252232,0.211468,497257600,0,-0.002233,-0.020089,-0.022322,420280000,Gain,Loss,Loss,Loss,Gain
10/13/93,10/13,1993,10,Fall,Q4,0.216518,0.216518,0.209821,0.214286,0.179011,177004800,-0.053571,-0.055803,-0.037947,-0.037946,-320252800,Loss,Loss,Loss,Loss,Loss
10/14/93,10/14,1993,10,Fall,Q4,0.214286,0.21875,0.209821,0.212054,0.177147,160686400,-0.002232,0.002232,0,-0.002232,-16318400,Loss,Gain,Gain,Loss,Loss
10/15/93,10/15,1993,10,Fall,Q4,0.247768,0.254464,0.238839,0.252232,0.210711,955248000,0.033482,0.035714,0.029018,0.040178,794561600,Gain,Gain,Gain,Gain,Gain
10/18/93,10/18,1993,10,Fall,Q4,0.25,0.256696,0.247768,0.253348,0.211643,332998400,0.002232,0.002232,0.008929,0.001116,-622249600,Gain,Gain,Gain,Gain,Loss
10/19/93,10/19,1993,10,Fall,Q4,0.252232,0.254464,0.243304,0.247768,0.206982,213572800,0.002232,-0.002232,-0.004464,-0.00558,-119425600,Gain,Loss,Loss,Loss,Loss
10/20/93,10/20,1993,10,Fall,Q4,0.25,0.252232,0.243304,0.247768,0.206982,138409600,-0.002232,-0.002232,0,0,-75163200,Loss,Loss,Gain,Gain,Loss
10/21/93,10/21,1993,10,Fall,Q4,0.245536,0.279018,0.243304,0.270089,0.225628,627110400,-0.004464,0.026786,0,0.022321,488700800,Loss,Gain,Gain,Gain,Gain
10/22/93,10/22,1993,10,Fall,Q4,0.272321,0.28125,0.265625,0.270089,0.225628,396076800,0.026785,0.002232,0.022321,0,-231033600,Gain,Gain,Gain,Gain,Loss
10/25/93,10/25,1993,10,Fall,Q4,0.270089,0.272321,0.264509,0.267857,0.223764,219128000,-0.002232,-0.008929,-0.001116,-0.002232,-176948800,Loss,Loss,Loss,Loss,Loss
10/26/93,10/26,1993,10,Fall,Q4,0.265625,0.267857,0.258929,0.265625,0.221899,222476800,-0.004464,-0.004464,-0.00558,-0.002232,3348800,Loss,Loss,Loss,Loss,Gain
10/27/93,10/27,1993,10,Fall,Q4,0.267857,0.287946,0.265625,0.283482,0.236816,459065600,0.002232,0.020089,0.006696,0.017857,236588800,Gain,Gain,Gain,Gain,Gain
10/28/93,10/28,1993,10,Fall,Q4,0.283482,0.287946,0.276786,0.276786,0.231223,244462400,0.015625,0,0.011161,-0.006696,-214603200,Gain,Gain,Gain,Loss,Loss
10/29/93,10/29,1993,10,Fall,Q4,0.276786,0.283482,0.272321,0.274554,0.229358,136864000,-0.006696,-0.004464,-0.004465,-0.002232,-107598400,Loss,Loss,Loss,Loss,Loss
11/1/93,11/01,1993,11,Fall,Q4,0.553571,0.574777,0.551339,0.572545,0.474172,273728000,0.276785,0.291295,0.279018,0.297991,136864000,Gain,Gain,Gain,Gain,Gain
11/2/93,11/02,1993,11,Fall,Q4,0.497768,0.502232,0.491071,0.492188,0.407622,168268800,-0.055803,-0.072545,-0.060268,-0.080357,-105459200,Loss,Loss,Loss,Loss,Loss
11/3/93,11/03,1993,11,Fall,Q4,0.508929,0.511161,0.502232,0.507813,0.421479,144614400,0.011161,0.008929,0.011161,0.015625,-23654400,Gain,Gain,Gain,Gain,Loss
11/5/93,11/05,1993,11,Fall,Q4,0.491071,0.493304,0.482143,0.486607,0.403879,158379200,-0.017858,-0.017857,-0.020089,-0.021206,13764800,Loss,Loss,Loss,Loss,Gain
11/6/93,11/06,1993,11,Fall,Q4,0.401786,0.404018,0.387277,0.390625,0.324892,242323200,-0.089285,-0.089286,-0.094866,-0.095982,83944000,Loss,Loss,Loss,Loss,Gain
11/8/93,11/08,1993,11,Fall,Q4,0.254464,0.254464,0.241071,0.245536,0.204218,166969600,-0.147322,-0.149554,-0.146206,-0.145089,-75353600,Loss,Loss,Loss,Loss,Loss
11/10/93,11/10,1993,11,Fall,Q4,0.203125,0.214286,0.203125,0.212054,0.177147,161145600,-0.051339,-0.040178,-0.037946,-0.033482,-5824000,Loss,Loss,Loss,Loss,Loss
11/11/93,11/11,1993,11,Fall,Q4,0.274554,0.285714,0.272321,0.280134,0.23402,142430400,0.071429,0.071428,0.069196,0.06808,-18715200,Gain,Gain,Gain,Gain,Loss
11/15/93,11/15,1993,11,Fall,Q4,0.28125,0.292411,0.28125,0.285714,0.238681,157102400,0.006696,0.006697,0.008929,0.00558,14672000,Gain,Gain,Gain,Gain,Gain
11/16/93,11/16,1993,11,Fall,Q4,0.285714,0.305804,0.283482,0.303571,0.253598,303083200,0.004464,0.013393,0.002232,0.017857,145980800,Gain,Gain,Gain,Gain,Gain
11/17/93,11/17,1993,11,Fall,Q4,0.303571,0.3125,0.292411,0.299107,0.249869,302624000,0.017857,0.006696,0.008929,-0.004464,-459200,Gain,Gain,Gain,Loss,Loss
11/18/93,11/18,1993,11,Fall,Q4,0.299107,0.301339,0.294643,0.299107,0.249869,114408000,-0.004464,-0.011161,0.002232,0,-188216000,Loss,Loss,Gain,Gain,Loss
11/19/93,11/19,1993,11,Fall,Q4,0.294643,0.299107,0.290179,0.294643,0.247025,122964800,-0.004464,-0.002232,-0.004464,-0.004464,8556800,Loss,Loss,Loss,Loss,Gain
11/22/93,11/22,1993,11,Fall,Q4,0.292411,0.294643,0.287946,0.290179,0.243282,150606400,-0.002232,-0.004464,-0.002233,-0.004464,27641600,Loss,Loss,Loss,Loss,Gain
11/23/93,11/23,1993,11,Fall,Q4,0.290179,0.294643,0.279018,0.294643,0.247025,186166400,-0.002232,0,-0.008928,0.004464,35560000,Loss,Gain,Loss,Gain,Gain
11/24/93,11/24,1993,11,Fall,Q4,0.292411,0.299107,0.291295,0.294643,0.247025,90440000,0.002232,0.004464,0.012277,0,-95726400,Gain,Gain,Gain,Gain,Loss
11/26/93,11/26,1993,11,Fall,Q4,0.292411,0.294643,0.287946,0.291295,0.244218,43444800,0,-0.004464,-0.003349,-0.003348,-46995200,Gain,Loss,Loss,Loss,Loss
11/29/93,11/29,1993,11,Fall,Q4,0.287946,0.290179,0.28125,0.283482,0.237668,96712000,-0.004465,-0.004464,-0.006696,-0.007813,53267200,Loss,Loss,Loss,Loss,Gain
11/30/93,11/30,1993,11,Fall,Q4,0.283482,0.291295,0.28125,0.28125,0.235796,112660800,-0.004464,0.001116,0,-0.002232,15948800,Loss,Gain,Gain,Loss,Gain
12/1/93,12/01,1993,12,Winter,Q4,0.560268,0.569196,0.549107,0.549107,0.454761,346158400,0.276786,0.277901,0.267857,0.267857,233497600,Gain,Gain,Gain,Gain,Gain
12/2/93,12/02,1993,12,Winter,Q4,0.491071,0.495536,0.479911,0.481027,0.399247,275396800,-0.069197,-0.07366,-0.069196,-0.06808,-70761600,Loss,Loss,Loss,Loss,Loss
12/3/93,12/03,1993,12,Winter,Q4,0.506696,0.506696,0.495536,0.502232,0.416847,126694400,0.015625,0.01116,0.015625,0.021205,-148702400,Gain,Gain,Gain,Gain,Loss
12/4/93,12/04,1993,12,Winter,Q4,0.441964,0.455357,0.441964,0.446429,0.370531,93049600,-0.064732,-0.051339,-0.053572,-0.055803,-33644800,Loss,Loss,Loss,Loss,Loss
12/5/93,12/05,1993,12,Winter,Q4,0.484375,0.488839,0.473214,0.475446,0.394615,105224000,0.042411,0.033482,0.03125,0.029017,12174400,Gain,Gain,Gain,Gain,Gain
12/7/93,12/07,1993,12,Winter,Q4,0.328125,0.340402,0.323661,0.339286,0.282192,173880000,-0.15625,-0.148437,-0.149553,-0.13616,68656000,Loss,Loss,Loss,Loss,Gain
12/8/93,12/08,1993,12,Winter,Q4,0.245536,0.247768,0.232143,0.236607,0.196792,338172800,-0.082589,-0.092634,-0.091518,-0.102679,164292800,Loss,Loss,Loss,Loss,Gain
12/10/93,12/10,1993,12,Winter,Q4,0.214286,0.223214,0.212054,0.214286,0.179011,306342400,-0.03125,-0.024554,-0.020089,-0.022321,-31830400,Loss,Loss,Loss,Loss,Loss
12/11/93,12/11,1993,12,Winter,Q4,0.28125,0.285714,0.272321,0.283482,0.236816,143662400,0.066964,0.0625,0.060267,0.069196,-162680000,Gain,Gain,Gain,Gain,Loss
